Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Gender,Segment,Addressline,Contact,Email,Postal Code,City,State,Country,Region,Market,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Year
3784,ORD-2020-3784,7/8/2020,7/17/2020,Standard Class,CUST-2020-3784,"Titin Prabowo, M.Kom.",Female,Consumer,Jl. Monginsidi No. 2,0843-929531,sadriansyah@ud.or.id,30113,Probolinggo,Jawa Timur,Indonesia,West,LATAM,PROD-2020-3784,Office Supplies,Paper,Paper - Nihil,614.39,5,0.2,49.87,43.95,Critical,2020
3785,ORD-2017-3785,5/24/2017,5/28/2017,Second Class,CUST-2017-3785,"Juli Hutasoit, S.E.I",Male,Consumer,Gg. Monginsidi No. 1,0838-863911,tjanuar@hotmail.com,39709,Dumai,Nusa Tenggara Barat,Indonesia,Central,LATAM,PROD-2017-3785,Office Supplies,Binders,Binders - Veniam,387.33,7,0.41,20.09,17.8,Medium,2017
3786,ORD-2018-3786,5/16/2018,5/20/2018,First Class,CUST-2018-3786,"H. Caturangga Utami, M.Farm",Male,Consumer,Gg. Rumah Sakit No. 177,0891-651874,npermadi@cv.mil.id,13188,Kediri,Papua Barat,Indonesia,Central,LATAM,PROD-2018-3786,Furniture,Chairs,Chairs - Laudantium,117.52,3,0.29,6.97,26.96,High,2018
3787,ORD-2020-3787,10/3/2020,10/11/2020,Standard Class,CUST-2020-3787,Drs. Vero Saefullah,Male,Corporate,Jalan Stasiun Wonokromo No. 645,0859-464847,bwacana@ud.ponpes.id,13742,Prabumulih,Sumatera Barat,Indonesia,West,US,PROD-2020-3787,Technology,Accessories,Accessories - Beatae,456.08,8,0.02,51.48,36.06,Critical,2020
3788,ORD-2017-3788,2/8/2017,2/16/2017,Standard Class,CUST-2017-3788,Najwa Kuswoyo,Male,Corporate,Jl. Cihampelas No. 41,0840-491892,paulin75@perum.com,67124,Kota Administrasi Jakarta Timur,Kalimantan Timur,Indonesia,East,LATAM,PROD-2017-3788,Office Supplies,Art,Art - Incidunt,433.73,3,0.06,89.8,44.8,Low,2017
3789,ORD-2019-3789,7/17/2019,7/24/2019,Same Day,CUST-2019-3789,"Tgk. Satya Saptono, S.E.I",Male,Consumer,Jalan Joyoboyo No. 84,0888-610613,kartikanashiruddin@cv.net,36293,Pekalongan,Sumatera Utara,Indonesia,South,APAC,PROD-2019-3789,Technology,Phones,Phones - Odit,649.97,7,0.05,65.83,29.97,Low,2019
3790,ORD-2016-3790,6/22/2016,6/27/2016,First Class,CUST-2016-3790,Puput Mandasari,Female,Home Office,Jl. Raya Setiabudhi No. 357,0848-159472,jinawiprastuti@hotmail.com,3978,Jayapura,Aceh,Indonesia,Central,LATAM,PROD-2016-3790,Technology,Machines,Machines - Fuga,341.8,1,0.28,36.09,21.6,Low,2016
3791,ORD-2020-3791,12/6/2020,12/12/2020,Same Day,CUST-2020-3791,Jail Siregar,Female,Corporate,Gang Moch. Toha No. 836,0856-486465,rizki33@hotmail.com,34946,Yogyakarta,Banten,Indonesia,West,APAC,PROD-2020-3791,Furniture,Tables,Tables - Delectus,298.81,1,0.49,36.38,19.75,Medium,2020
3792,ORD-2020-3792,11/7/2020,11/8/2020,Standard Class,CUST-2020-3792,"Hj. Nurul Waluyo, M.Pd",Male,Home Office,Gang BKR No. 80,0821-474671,lamarnainggolan@pd.com,55641,Palopo,Kalimantan Barat,Indonesia,Central,US,PROD-2020-3792,Office Supplies,Paper,Paper - Asperiores,597.64,5,0.09,40.55,38.55,Critical,2020
3793,ORD-2017-3793,8/30/2017,9/2/2017,First Class,CUST-2017-3793,Ibrahim Pratiwi,Female,Consumer,Jl. Dr. Djunjunan No. 9,0842-282513,tinamegantara@cv.id,86296,Cimahi,Jawa Tengah,Indonesia,East,APAC,PROD-2017-3793,Technology,Accessories,Accessories - Earum,304.15,2,0.34,37.52,21.18,Critical,2017
3794,ORD-2020-3794,2/15/2020,2/23/2020,Second Class,CUST-2020-3794,Puti Suci Marbun,Female,Consumer,Gang Cempaka No. 55,0895-849984,warsayolanda@ud.web.id,34689,Singkawang,Gorontalo,Indonesia,East,US,PROD-2020-3794,Furniture,Tables,Tables - Quod,49.08,8,0.11,7.57,33.69,Critical,2020
3795,ORD-2016-3795,10/28/2016,11/6/2016,Same Day,CUST-2016-3795,"dr. Victoria Mandala, S.IP",Female,Corporate,Gang Rungkut Industri No. 3,0883-621534,irmaputra@hotmail.com,38547,Pematangsiantar,Papua,Indonesia,South,EMEA,PROD-2016-3795,Technology,Copiers,Copiers - Sint,908.64,3,0.16,98.99,16.11,Low,2016
3796,ORD-2018-3796,9/16/2018,9/26/2018,Standard Class,CUST-2018-3796,Violet Mandala,Male,Corporate,Gg. Sadang Serang No. 5,0844-210494,pratiwiajeng@hotmail.com,48189,Bukittinggi,Banten,Indonesia,South,EMEA,PROD-2018-3796,Office Supplies,Binders,Binders - Consequatur,296.04,9,0.25,60.5,15.59,Low,2018
3797,ORD-2020-3797,7/23/2020,7/30/2020,First Class,CUST-2020-3797,"R. Kasiran Hutasoit, S.T.",Female,Corporate,Jalan Ahmad Yani No. 88,0893-224608,novitasaricager@pt.com,73773,Samarinda,Sumatera Selatan,Indonesia,South,LATAM,PROD-2020-3797,Technology,Accessories,Accessories - Occaecati,369.16,1,0.28,58.3,31.05,Medium,2020
3798,ORD-2019-3798,2/8/2019,2/14/2019,Same Day,CUST-2019-3798,Zelaya Gunarto,Male,Consumer,Gg. Pacuan Kuda No. 2,0851-472747,napitupulugalur@ud.ponpes.id,37277,Ternate,Kalimantan Utara,Indonesia,Central,APAC,PROD-2019-3798,Office Supplies,Paper,Paper - Consequuntur,577.08,9,0.14,58.51,5.3,Low,2019
3799,ORD-2017-3799,11/21/2017,12/1/2017,Same Day,CUST-2017-3799,Mahmud Simanjuntak,Female,Consumer,Gg. Suniaraja No. 13,0871-148145,mkusmawati@cv.ponpes.id,34631,Palembang,Papua Barat,Indonesia,South,US,PROD-2017-3799,Office Supplies,Binders,Binders - Culpa,612.17,6,0.47,48.37,15.59,Low,2017
3800,ORD-2016-3800,12/24/2016,12/30/2016,First Class,CUST-2016-3800,Galak Firmansyah,Male,Corporate,Jl. Cihampelas No. 9,0849-131625,bala47@hotmail.com,79320,Probolinggo,Maluku,Indonesia,East,US,PROD-2016-3800,Office Supplies,Art,Art - Corporis,269.22,8,0.34,14.41,17.42,Low,2016
3801,ORD-2016-3801,7/20/2016,7/24/2016,Second Class,CUST-2016-3801,"Kalim Pertiwi, S.T.",Female,Home Office,Gang Yos Sudarso No. 368,0841-499309,sarah36@hotmail.com,28117,Surakarta,DI Yogyakarta,Indonesia,East,LATAM,PROD-2016-3801,Furniture,Tables,Tables - A,877.55,2,0.01,118.55,38.86,High,2016
3802,ORD-2018-3802,5/4/2018,5/11/2018,First Class,CUST-2018-3802,Maman Hutapea,Female,Corporate,Jalan Yos Sudarso No. 3,0834-421255,jaemansaefullah@perum.web.id,64769,Madiun,Bengkulu,Indonesia,East,APAC,PROD-2018-3802,Technology,Machines,Machines - Exercitationem,416.7,7,0.46,22.35,32.15,Critical,2018
3803,ORD-2019-3803,1/5/2019,1/6/2019,Standard Class,CUST-2019-3803,Raden Novitasari,Female,Corporate,Gg. KH Amin Jasuta No. 30,0867-299415,ulya97@yahoo.com,43691,Batam,Maluku Utara,Indonesia,Central,LATAM,PROD-2019-3803,Office Supplies,Art,Art - Sequi,641.26,4,0.21,48.91,14.99,High,2019
3804,ORD-2020-3804,9/17/2020,9/21/2020,First Class,CUST-2020-3804,Raditya Mustofa,Male,Home Office,Gang Rajawali Timur No. 46,0819-853326,esaptono@perum.mil.id,99346,Serang,Bengkulu,Indonesia,Central,APAC,PROD-2020-3804,Furniture,Chairs,Chairs - Magnam,224.73,8,0.24,48.19,48.51,High,2020
3805,ORD-2016-3805,9/24/2016,10/2/2016,Same Day,CUST-2016-3805,Iriana Marpaung,Male,Home Office,Jalan Rajawali Timur No. 6,0898-522519,wijayanticahya@ud.ponpes.id,32016,Parepare,Papua Barat,Indonesia,West,APAC,PROD-2016-3805,Technology,Machines,Machines - Dignissimos,863.59,7,0.25,114.49,46.89,Medium,2016
3806,ORD-2016-3806,5/29/2016,6/5/2016,Standard Class,CUST-2016-3806,Ana Aryani,Male,Home Office,Jl. Tubagus Ismail No. 4,0879-324189,crahmawati@cv.my.id,31210,Denpasar,Papua Barat,Indonesia,East,APAC,PROD-2016-3806,Technology,Accessories,Accessories - Inventore,495.48,5,0.3,21.21,43.01,Low,2016
3807,ORD-2016-3807,2/28/2016,3/5/2016,Standard Class,CUST-2016-3807,Fitria Sinaga,Male,Home Office,Jalan Kutisari Selatan No. 47,0839-392977,waskitamarwata@gmail.com,43469,Tasikmalaya,Sumatera Utara,Indonesia,West,LATAM,PROD-2016-3807,Office Supplies,Paper,Paper - Accusantium,520.1,5,0.12,59.11,14.66,Critical,2016
3808,ORD-2017-3808,5/7/2017,5/13/2017,First Class,CUST-2017-3808,Bella Mulyani,Male,Corporate,Jalan Ronggowarsito No. 09,0839-798511,lnababan@hotmail.com,37323,Binjai,Lampung,Indonesia,South,LATAM,PROD-2017-3808,Technology,Machines,Machines - Dolor,161.26,1,0.02,15.11,15.11,Medium,2017
3809,ORD-2016-3809,10/13/2016,10/15/2016,Second Class,CUST-2016-3809,Pangeran Sinaga,Female,Home Office,Jalan K.H. Wahid Hasyim No. 08,0878-518008,endramaryati@gmail.com,68268,Parepare,Aceh,Indonesia,Central,APAC,PROD-2016-3809,Office Supplies,Paper,Paper - Quam,512.42,6,0.34,47.64,7.22,High,2016
3810,ORD-2020-3810,6/7/2020,6/9/2020,Same Day,CUST-2020-3810,"Rendy Yulianti, S.I.Kom",Female,Consumer,Jl. Merdeka No. 08,0848-266952,jgunawan@pt.edu,44899,Metro,Kalimantan Utara,Indonesia,West,US,PROD-2020-3810,Furniture,Bookcases,Bookcases - Totam,312.62,7,0.25,56.4,5.14,Low,2020
3811,ORD-2016-3811,4/28/2016,4/30/2016,First Class,CUST-2016-3811,H. Erik Narpati,Male,Consumer,Gg. Asia Afrika No. 11,0890-287355,rama57@yahoo.com,8288,Kota Administrasi Jakarta Selatan,Sulawesi Selatan,Indonesia,West,LATAM,PROD-2016-3811,Technology,Phones,Phones - Reiciendis,210.87,6,0.33,23.9,43.02,Low,2016
3812,ORD-2019-3812,1/20/2019,1/25/2019,Second Class,CUST-2019-3812,Cut Keisha Suartini,Female,Consumer,Gang Setiabudhi No. 6,0872-455232,manahmangunsong@cv.co.id,68105,Bogor,Nusa Tenggara Barat,Indonesia,East,APAC,PROD-2019-3812,Office Supplies,Envelopes,Envelopes - Aperiam,756.58,2,0,184.62,24.88,Low,2019
3813,ORD-2019-3813,6/16/2019,6/22/2019,Same Day,CUST-2019-3813,Pia Gunarto,Male,Consumer,Jalan Jend. A. Yani No. 51,0873-307523,mahesayuniar@gmail.com,32342,Banda Aceh,Aceh,Indonesia,South,EMEA,PROD-2019-3813,Office Supplies,Binders,Binders - Voluptas,621.47,1,0.38,97.98,6.39,High,2019
3814,ORD-2017-3814,4/9/2017,4/14/2017,Second Class,CUST-2017-3814,Lili Wacana,Male,Consumer,Jalan Bangka Raya No. 0,0826-571065,bakdapertiwi@gmail.com,23363,Kota Administrasi Jakarta Pusat,Nusa Tenggara Barat,Indonesia,West,US,PROD-2017-3814,Furniture,Furnishings,Furnishings - Fugit,961.9,3,0.19,152.36,48.94,Critical,2017
3815,ORD-2020-3815,9/2/2020,9/10/2020,Standard Class,CUST-2020-3815,Chelsea Tarihoran,Female,Consumer,Gg. Soekarno Hatta No. 19,0822-235613,fsihotang@yahoo.com,16480,Cilegon,Jambi,Indonesia,South,LATAM,PROD-2020-3815,Furniture,Chairs,Chairs - Accusamus,489.22,3,0.5,41.97,39.62,Medium,2020
3816,ORD-2016-3816,1/8/2016,1/18/2016,Standard Class,CUST-2016-3816,"Pranata Anggriawan, S.Farm",Male,Home Office,Jl. Laswi No. 86,0846-595819,upermadi@perum.ac.id,44952,Metro,Papua Barat,Indonesia,Central,EMEA,PROD-2016-3816,Office Supplies,Envelopes,Envelopes - Harum,119.61,2,0.32,14.74,18.26,High,2016
3817,ORD-2017-3817,5/23/2017,5/30/2017,Second Class,CUST-2017-3817,Amelia Wijayanti,Male,Corporate,Jalan Rajawali Timur No. 0,0886-423528,wahyudinkarsa@gmail.com,73345,Tasikmalaya,Papua,Indonesia,Central,LATAM,PROD-2017-3817,Office Supplies,Art,Art - Modi,13.16,8,0.12,2.79,13.81,High,2017
3818,ORD-2020-3818,9/29/2020,10/8/2020,Same Day,CUST-2020-3818,Gatra Pratama,Male,Consumer,Gang Jend. Sudirman No. 622,0875-269360,dyolanda@pt.web.id,69943,Mojokerto,Nusa Tenggara Timur,Indonesia,South,EMEA,PROD-2020-3818,Technology,Copiers,Copiers - Voluptas,751.96,8,0.03,148.62,33.21,Medium,2020
3819,ORD-2018-3819,12/18/2018,12/23/2018,Standard Class,CUST-2018-3819,"Baktianto Pradana, M.Farm",Female,Consumer,Gang Kutisari Selatan No. 34,0894-408855,yharyanti@hotmail.com,37152,Dumai,Kalimantan Timur,Indonesia,West,LATAM,PROD-2018-3819,Office Supplies,Art,Art - Aspernatur,573.58,6,0.28,46.4,8.74,High,2018
3820,ORD-2018-3820,9/11/2018,9/14/2018,Second Class,CUST-2018-3820,"Anastasia Aryani, S.E.I",Male,Home Office,Jalan KH Amin Jasuta No. 11,0877-197813,raisa69@pd.mil.id,36507,Kota Administrasi Jakarta Barat,Jambi,Indonesia,South,LATAM,PROD-2018-3820,Technology,Phones,Phones - Veritatis,172.31,7,0.4,23.99,28.71,Critical,2018
3821,ORD-2016-3821,4/8/2016,4/17/2016,Second Class,CUST-2016-3821,Jaswadi Rajasa,Male,Consumer,Gg. S. Parman No. 262,0840-489480,tantrikurniawan@cv.com,12088,Sabang,Kalimantan Tengah,Indonesia,Central,APAC,PROD-2016-3821,Furniture,Bookcases,Bookcases - Assumenda,713.21,3,0.16,69.57,35.71,Low,2016
3822,ORD-2018-3822,5/29/2018,6/6/2018,First Class,CUST-2018-3822,"Tgk. Hartana Winarsih, S.H.",Male,Consumer,Jalan Sukabumi No. 5,0870-521662,yuliartiempluk@pt.co.id,23640,Bandar Lampung,Papua Barat,Indonesia,Central,APAC,PROD-2018-3822,Furniture,Tables,Tables - Porro,832.34,5,0.23,168.16,13.46,High,2018
3823,ORD-2018-3823,5/5/2018,5/7/2018,Standard Class,CUST-2018-3823,Lasmanto Rahimah,Male,Consumer,Gang Raya Setiabudhi No. 49,0866-475490,aisyah66@perum.mil.id,29526,Medan,Bengkulu,Indonesia,West,LATAM,PROD-2018-3823,Technology,Copiers,Copiers - Hic,683.81,6,0.43,31.42,47.24,Medium,2018
3824,ORD-2017-3824,3/19/2017,3/20/2017,First Class,CUST-2017-3824,Diah Dabukke,Female,Corporate,Gang Waringin No. 61,0899-374964,prasetyoanom@pt.go.id,73188,Bontang,Jawa Tengah,Indonesia,West,US,PROD-2017-3824,Office Supplies,Envelopes,Envelopes - Fugiat,535.38,6,0.37,23.07,22.59,Low,2017
3825,ORD-2018-3825,7/11/2018,7/13/2018,Same Day,CUST-2018-3825,Drs. Dalimin Halim,Male,Home Office,Jl. Sadang Serang No. 5,0859-362723,dinahidayanto@gmail.com,82943,Balikpapan,Kalimantan Barat,Indonesia,East,APAC,PROD-2018-3825,Furniture,Furnishings,Furnishings - Ipsa,62.45,2,0.24,3.48,47.22,Medium,2018
3826,ORD-2017-3826,2/7/2017,2/10/2017,Standard Class,CUST-2017-3826,"Ella Waskita, S.Gz",Female,Consumer,Gang K.H. Wahid Hasyim No. 85,0822-691643,hidayantoharja@gmail.com,44739,Pariaman,Bali,Indonesia,West,LATAM,PROD-2017-3826,Furniture,Furnishings,Furnishings - Soluta,289.23,5,0.44,12.09,34.78,Low,2017
3827,ORD-2018-3827,12/14/2018,12/15/2018,First Class,CUST-2018-3827,Safina Suwarno,Female,Home Office,Jalan Dipenogoro No. 855,0838-642877,mrahimah@pd.desa.id,80103,Palu,Kepulauan Bangka Belitung,Indonesia,Central,LATAM,PROD-2018-3827,Furniture,Chairs,Chairs - Ullam,783.38,8,0.38,72.6,9.82,High,2018
3828,ORD-2020-3828,7/14/2020,7/22/2020,Same Day,CUST-2020-3828,Ana Suryono,Female,Home Office,Gang R.E Martadinata No. 30,0883-829208,novitasariasmadi@yahoo.com,97338,Langsa,Kalimantan Utara,Indonesia,Central,EMEA,PROD-2020-3828,Furniture,Chairs,Chairs - Ipsum,560.43,8,0.01,145.14,46.54,Critical,2020
3829,ORD-2020-3829,12/17/2020,12/19/2020,Standard Class,CUST-2020-3829,"Olga Riyanti, M.M.",Female,Corporate,Gg. Ciwastra No. 552,0898-712945,tampubolonyoga@yahoo.com,58530,Cilegon,Sulawesi Selatan,Indonesia,Central,US,PROD-2020-3829,Office Supplies,Binders,Binders - Modi,429.37,6,0.22,20.86,30.89,Critical,2020
3830,ORD-2019-3830,5/22/2019,5/30/2019,Standard Class,CUST-2019-3830,"Karja Mustofa, S.H.",Male,Home Office,Gang Kutisari Selatan No. 289,0864-677152,umay91@hotmail.com,53378,Sukabumi,Jambi,Indonesia,East,APAC,PROD-2019-3830,Furniture,Bookcases,Bookcases - Doloremque,154.49,9,0.18,25.72,41.37,High,2019
3831,ORD-2018-3831,3/1/2018,3/6/2018,First Class,CUST-2018-3831,Omar Pertiwi,Female,Consumer,Gg. Suryakencana No. 46,0861-639172,tarihoransakti@ud.org,88689,Makassar,Sulawesi Tengah,Indonesia,South,APAC,PROD-2018-3831,Furniture,Chairs,Chairs - At,89.67,8,0.49,8.4,13.99,High,2018
3832,ORD-2020-3832,9/22/2020,9/28/2020,First Class,CUST-2020-3832,Lili Mardhiyah,Female,Home Office,Jalan S. Parman No. 6,0861-531303,palastridrajat@pt.my.id,97126,Pariaman,Sulawesi Tengah,Indonesia,West,LATAM,PROD-2020-3832,Office Supplies,Binders,Binders - Ea,698.87,7,0.29,60.84,11.33,High,2020
3833,ORD-2017-3833,7/6/2017,7/11/2017,Second Class,CUST-2017-3833,Adikara Yuliarti,Female,Home Office,Jalan M.T Haryono No. 07,0835-742810,catur76@ud.net,27798,Kendari,Kalimantan Timur,Indonesia,West,LATAM,PROD-2017-3833,Office Supplies,Binders,Binders - Sunt,965.98,10,0.41,94.61,7.04,Critical,2017
3834,ORD-2020-3834,8/17/2020,8/22/2020,Standard Class,CUST-2020-3834,Cornelia Suryatmi,Male,Home Office,Jl. Ronggowarsito No. 2,0828-276536,mhasanah@pt.sch.id,97093,Bima,Kepulauan Riau,Indonesia,South,APAC,PROD-2020-3834,Furniture,Tables,Tables - Culpa,523.98,8,0.4,57.85,35.46,Medium,2020
3835,ORD-2016-3835,8/1/2016,8/5/2016,First Class,CUST-2016-3835,"R. Mursita Namaga, S.Pd",Female,Home Office,Jalan Dipenogoro No. 40,0869-511526,vnashiruddin@cv.net,43800,Blitar,Jawa Barat,Indonesia,Central,LATAM,PROD-2016-3835,Furniture,Furnishings,Furnishings - Eos,875.66,3,0.37,85.85,45.69,Medium,2016
3836,ORD-2017-3836,6/13/2017,6/19/2017,Standard Class,CUST-2017-3836,Tami Handayani,Male,Corporate,Gang Stasiun Wonokromo No. 64,0864-276319,sabarhalim@cv.edu,40148,Bengkulu,Jawa Tengah,Indonesia,Central,APAC,PROD-2017-3836,Technology,Copiers,Copiers - Nulla,207.29,8,0.06,48.81,40.88,High,2017
3837,ORD-2019-3837,2/6/2019,2/13/2019,Same Day,CUST-2019-3837,Okto Riyanti,Female,Corporate,Jalan Tubagus Ismail No. 617,0884-778952,wulandarijaiman@yahoo.com,89909,Yogyakarta,Nusa Tenggara Timur,Indonesia,Central,LATAM,PROD-2019-3837,Technology,Machines,Machines - Rem,221.75,1,0.12,25.55,15.88,Low,2019
3838,ORD-2018-3838,4/24/2018,4/25/2018,Second Class,CUST-2018-3838,"Sabar Wijaya, M.Ak",Male,Home Office,Jl. Rajawali Barat No. 580,0861-687961,suryathamrin@yahoo.com,18740,Tanjungbalai,Kepulauan Bangka Belitung,Indonesia,East,LATAM,PROD-2018-3838,Technology,Phones,Phones - Similique,856.76,1,0.14,143.48,23.89,Medium,2018
3839,ORD-2020-3839,8/15/2020,8/20/2020,Second Class,CUST-2020-3839,"Bagya Lazuardi, S.I.Kom",Female,Home Office,Jl. Gedebage Selatan No. 99,0889-902006,raharjasiregar@gmail.com,7019,Tomohon,Papua,Indonesia,Central,APAC,PROD-2020-3839,Office Supplies,Paper,Paper - A,457.46,10,0.26,96.42,6.61,Critical,2020
3840,ORD-2017-3840,9/6/2017,9/7/2017,Second Class,CUST-2017-3840,Zulaikha Gunarto,Male,Consumer,Jalan Abdul Muis No. 1,0884-564200,bahuraksa49@gmail.com,50442,Pontianak,Maluku Utara,Indonesia,West,APAC,PROD-2017-3840,Technology,Machines,Machines - Cum,481.33,2,0.16,37.22,38.49,Medium,2017
3841,ORD-2018-3841,2/18/2018,2/23/2018,Second Class,CUST-2018-3841,Drajat Yuniar,Male,Consumer,Gg. Rumah Sakit No. 365,0826-750782,jayeng69@yahoo.com,7542,Malang,Jawa Timur,Indonesia,East,EMEA,PROD-2018-3841,Furniture,Chairs,Chairs - Exercitationem,896.37,7,0.24,179.4,41.76,High,2018
3842,ORD-2020-3842,4/25/2020,4/28/2020,Standard Class,CUST-2020-3842,"Talia Purnawati, S.H.",Female,Consumer,Jalan Raya Ujungberung No. 6,0873-125119,jmegantara@pd.net.id,88950,Purwokerto,Aceh,Indonesia,East,APAC,PROD-2020-3842,Technology,Phones,Phones - Velit,944.61,1,0.12,99.45,6.32,Critical,2020
3843,ORD-2016-3843,11/5/2016,11/10/2016,Second Class,CUST-2016-3843,Cindy Anggriawan,Male,Corporate,Jl. Joyoboyo No. 145,0849-462039,darmanto15@cv.co.id,77029,Palopo,Jambi,Indonesia,Central,EMEA,PROD-2016-3843,Office Supplies,Art,Art - Sequi,688.69,10,0.27,114.35,28.33,High,2016
3844,ORD-2020-3844,10/24/2020,11/1/2020,Standard Class,CUST-2020-3844,"Gading Andriani, S.Ked",Female,Corporate,Gg. H.J Maemunah No. 6,0893-560683,martana81@pd.net,9724,Sibolga,Papua,Indonesia,South,EMEA,PROD-2020-3844,Furniture,Tables,Tables - Itaque,179.28,9,0.2,42.83,12.43,Low,2020
3845,ORD-2016-3845,2/26/2016,3/2/2016,Same Day,CUST-2016-3845,Viktor Mandala,Female,Corporate,Gg. Soekarno Hatta No. 31,0821-830382,uchita04@yahoo.com,84775,Cilegon,Papua Barat,Indonesia,West,LATAM,PROD-2016-3845,Furniture,Furnishings,Furnishings - Soluta,368.2,9,0.27,67.27,46.16,Critical,2016
3846,ORD-2019-3846,2/15/2019,2/17/2019,Second Class,CUST-2019-3846,Ellis Marpaung,Female,Corporate,Jalan Abdul Muis No. 97,0813-187463,usihotang@yahoo.com,11081,Depok,Kepulauan Riau,Indonesia,Central,US,PROD-2019-3846,Technology,Phones,Phones - Quidem,812.37,3,0.4,57.33,43.25,High,2019
3847,ORD-2020-3847,8/21/2020,8/23/2020,First Class,CUST-2020-3847,Rizki Nashiruddin,Female,Consumer,Gang KH Amin Jasuta No. 11,0868-516520,putri81@yahoo.com,8079,Padang,Sulawesi Barat,Indonesia,East,APAC,PROD-2020-3847,Furniture,Furnishings,Furnishings - Culpa,614.31,3,0.2,46.83,21.95,Low,2020
3848,ORD-2019-3848,3/29/2019,4/1/2019,First Class,CUST-2019-3848,Damar Dongoran,Male,Consumer,Gang Ir. H. Djuanda No. 2,0858-304387,mustikabudiman@ud.sch.id,87601,Tidore Kepulauan,DKI Jakarta,Indonesia,Central,LATAM,PROD-2019-3848,Furniture,Chairs,Chairs - Ex,918.8,3,0.14,81.85,31.33,Low,2019
3849,ORD-2016-3849,9/24/2016,9/30/2016,Same Day,CUST-2016-3849,Asirwanda Sirait,Female,Corporate,Gg. Dr. Djunjunan No. 5,0828-701078,yusufmandala@pt.ponpes.id,39975,Palangkaraya,Jawa Tengah,Indonesia,West,APAC,PROD-2016-3849,Technology,Machines,Machines - Voluptates,181.16,5,0.4,26.07,45.83,Medium,2016
3850,ORD-2019-3850,3/16/2019,3/20/2019,First Class,CUST-2019-3850,Tgk. Jasmani Napitupulu,Female,Consumer,Gg. Cihampelas No. 340,0865-149893,jamilpratiwi@hotmail.com,26592,Padang,Nusa Tenggara Barat,Indonesia,South,LATAM,PROD-2019-3850,Office Supplies,Paper,Paper - Adipisci,27.16,8,0.14,2.85,20.92,High,2019
3851,ORD-2020-3851,11/19/2020,11/29/2020,First Class,CUST-2020-3851,R.A. Yance Laksmiwati,Female,Home Office,Jl. Dipenogoro No. 38,0871-309675,ilestari@pt.mil,83111,Depok,Sulawesi Tenggara,Indonesia,South,EMEA,PROD-2020-3851,Technology,Phones,Phones - Illum,261.71,2,0.05,13.97,34.53,High,2020
3852,ORD-2017-3852,7/4/2017,7/11/2017,Same Day,CUST-2017-3852,Yoga Rahimah,Female,Home Office,Gang W.R. Supratman No. 9,0826-966003,phidayanto@hotmail.com,72061,Denpasar,Sumatera Selatan,Indonesia,Central,US,PROD-2017-3852,Furniture,Tables,Tables - Excepturi,522.44,4,0.42,37.27,25.8,Medium,2017
3853,ORD-2018-3853,4/18/2018,4/21/2018,Standard Class,CUST-2018-3853,drg. Suci Adriansyah,Female,Consumer,Gg. Pelajar Pejuang No. 8,0863-799862,nashiruddinhadi@pd.net,58781,Tangerang,Bengkulu,Indonesia,South,EMEA,PROD-2018-3853,Furniture,Tables,Tables - Delectus,321.42,8,0.4,46.27,23.95,Low,2018
3854,ORD-2016-3854,5/13/2016,5/14/2016,Standard Class,CUST-2016-3854,Jindra Gunarto,Female,Consumer,Jl. HOS. Cokroaminoto No. 06,0843-222894,ganjaran45@ud.or.id,31384,Sabang,Sulawesi Tenggara,Indonesia,South,EMEA,PROD-2016-3854,Technology,Copiers,Copiers - Eius,788.83,6,0.21,94.76,22.76,Critical,2016
3855,ORD-2016-3855,3/30/2016,4/8/2016,First Class,CUST-2016-3855,Ajimin Farida,Male,Consumer,Gg. Soekarno Hatta No. 474,0815-504397,prabu40@gmail.com,5541,Binjai,Jawa Timur,Indonesia,East,EMEA,PROD-2016-3855,Office Supplies,Envelopes,Envelopes - Inventore,363.12,10,0.31,42.42,17.29,Critical,2016
3856,ORD-2018-3856,2/26/2018,3/5/2018,Same Day,CUST-2018-3856,Sutan Ganda Uyainah,Female,Corporate,Jalan Cikutra Barat No. 6,0845-497081,setiawanbaktiadi@cv.mil.id,23579,Bandar Lampung,Aceh,Indonesia,West,US,PROD-2018-3856,Office Supplies,Envelopes,Envelopes - Tempora,936.15,5,0.48,111.28,14.89,High,2018
3857,ORD-2019-3857,3/14/2019,3/24/2019,Standard Class,CUST-2019-3857,Bakti Widodo,Male,Consumer,Jalan Suniaraja No. 070,0831-416414,kzulaika@yahoo.com,43165,Lubuklinggau,Sumatera Barat,Indonesia,East,EMEA,PROD-2019-3857,Furniture,Furnishings,Furnishings - Vitae,993.76,5,0.37,62.54,11.11,Low,2019
3858,ORD-2018-3858,6/22/2018,6/25/2018,First Class,CUST-2018-3858,Ilsa Saefullah,Female,Corporate,Jalan Otto Iskandardinata No. 17,0822-113839,thamrinrahman@cv.my.id,49304,Surakarta,Sulawesi Selatan,Indonesia,Central,LATAM,PROD-2018-3858,Technology,Accessories,Accessories - Illo,322.23,10,0.02,19.96,42.93,High,2018
